ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1981-09-01,156.38455536,-333.29283646856004,676.9526716855675,156.38455536,156.38455536,-7.776305700250326,-7.776305700250326,-7.776305700250326,-7.776305700250326,-7.776305700250326,-7.776305700250326,0.0,0.0,0.0,148.60824965974967
1981-10-01,159.5980362376516,-346.28950110359057,663.9754940400692,159.5980362376516,159.5980362376516,-6.759075094133341,-6.759075094133341,-6.759075094133341,-6.759075094133341,-6.759075094133341,-6.759075094133341,0.0,0.0,0.0,152.83896114351825
1981-11-01,162.91863314455824,-371.7489371421911,647.4971996309367,162.91863314455824,162.91863314455824,-37.694685223937746,-37.694685223937746,-37.694685223937746,-37.694685223937746,-37.694685223937746,-37.694685223937746,0.0,0.0,0.0,125.2239479206205
1981-12-01,166.13211402220983,-350.8081440805502,650.894852601849,166.13211402220983,166.13211402220983,-60.24557209993598,-60.24557209993598,-60.24557209993598,-60.24557209993598,-60.24557209993598,-60.24557209993598,0.0,0.0,0.0,105.88654192227386
1982-01-01,169.4527109291165,-393.24963931458666,596.766900847361,169.4527109291165,169.4527109291165,-79.53888192801175,-79.53888192801175,-79.53888192801175,-79.53888192801175,-79.53888192801175,-79.53888192801175,0.0,0.0,0.0,89.91382900110476
1982-02-01,172.77330783602315,-379.22340293277557,637.9036924718679,172.77330783602315,172.77330783602315,-32.97711543240555,-32.97711543240555,-32.97711543240555,-32.97711543240555,-32.97711543240555,-32.97711543240555,0.0,0.0,0.0,139.7961924036176
1982-03-01,175.77255665516464,-342.2926568346844,657.780465751366,175.77255665516464,175.77255665516464,-53.86319428990878,-53.86319428990878,-53.86319428990878,-53.86319428990878,-53.86319428990878,-53.86319428990878,0.0,0.0,0.0,121.90936236525584
1982-04-01,179.09315356207128,-346.34175704993567,665.5337705730292,179.09315356207128,179.09315356207128,-3.3415520269177015,-3.3415520269177015,-3.3415520269177015,-3.3415520269177015,-3.3415520269177015,-3.3415520269177015,0.0,0.0,0.0,175.75160153515358
1982-05-01,182.30663443972287,-301.3369404281062,683.9071352339113,182.30663443972287,182.30663443972287,2.7922985150200845,2.7922985150200845,2.7922985150200845,2.7922985150200845,2.7922985150200845,2.7922985150200845,0.0,0.0,0.0,185.09893295474296
1982-06-01,185.62723134662951,-295.38520210761106,700.537026386238,185.62723134662951,185.62723134662951,-7.134038198828751,-7.134038198828751,-7.134038198828751,-7.134038198828751,-7.134038198828751,-7.134038198828751,0.0,0.0,0.0,178.49319314780075
