ds,yhat
2022-02-01,8159.9956
2022-03-01,8159.9956
2022-04-01,8159.9956
2022-05-01,8159.9956
2022-06-01,8159.9956
2022-07-01,8159.9956
2022-08-01,8159.9956
2022-09-01,8161.455
2022-10-01,8161.7007
2022-11-01,8161.7007
2022-12-01,8170.487
2023-01-01,8170.487
2023-02-01,8170.487
2023-03-01,8147.2485
2023-04-01,8159.9956
2023-05-01,8170.487
2023-06-01,8170.487
2023-07-01,8170.487
2023-08-01,8171.9463
2023-09-01,8172.192
2023-10-01,8157.7397
2023-11-01,8157.7397
2023-12-01,8170.487
2024-01-01,8170.487
2024-02-01,8170.487
2024-03-01,8171.6333
2024-04-01,8168.7124
2024-05-01,8168.7124
2024-06-01,8171.9463
2024-07-01,8172.192
2024-08-01,8169.228
2024-09-01,8158.7905
2024-10-01,8157.7397
2024-11-01,8158.7905
2024-12-01,8157.7397
2025-01-01,8172.192
2025-02-01,8157.3413
2025-03-01,8169.4604
2025-04-01,8172.192
2025-05-01,8172.192
2025-06-01,8172.192
2025-07-01,8158.392
2025-08-01,8157.3413
2025-09-01,8158.487
2025-10-01,8158.487
2025-11-01,8158.487
2025-12-01,8158.487
2026-01-01,8172.94
2026-02-01,8158.487
2026-03-01,8158.487
2026-04-01,8158.487
2026-05-01,8158.487
2026-06-01,8159.5386
2026-07-01,8158.487
2026-08-01,8158.487
2026-09-01,8158.487
2026-10-01,8158.487
2026-11-01,8158.487
2026-12-01,8158.487
2027-01-01,8172.94
2027-02-01,8155.9478
2027-03-01,8158.487
2027-04-01,8158.487
2027-05-01,8158.487
2027-06-01,8158.487
2027-07-01,8158.487
2027-08-01,8158.487
2027-09-01,8158.487
2027-10-01,8155.9478
2027-11-01,8155.9478
2027-12-01,8155.9478
2028-01-01,8170.4
2028-02-01,8155.9478
2028-03-01,8155.9478
2028-04-01,8158.487
2028-05-01,8155.9478
2028-06-01,8155.9478
2028-07-01,8155.9478
2028-08-01,8155.9478
2028-09-01,8155.9478
2028-10-01,8155.9478
2028-11-01,8155.9478
2028-12-01,8155.9478
2029-01-01,8155.9478
2029-02-01,8155.9478
2029-03-01,8155.9478
2029-04-01,8155.9478
2029-05-01,8155.9478
2029-06-01,8155.9478
2029-07-01,8155.9478
2029-08-01,8155.9478
2029-09-01,8155.9478
2029-10-01,8155.9478
2029-11-01,8155.9478
2029-12-01,8155.9478
2030-01-01,8155.9478
