ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1981-09-01,189.15495752299998,-0.12302272049917029,344.8346984410518,189.15495752299998,189.15495752299998,-17.352000869062202,-17.352000869062202,-17.352000869062202,-17.352000869062202,-17.352000869062202,-17.352000869062202,0.0,0.0,0.0,171.80295665393777
1981-10-01,191.70124803612723,4.053262632489769,351.04204018066224,191.70124803612723,191.70124803612723,-14.15244214218496,-14.15244214218496,-14.15244214218496,-14.15244214218496,-14.15244214218496,-14.15244214218496,0.0,0.0,0.0,177.54880589394227
1981-11-01,194.33241489969205,4.192010282908626,358.18001615840967,194.33241489969205,194.33241489969205,-16.587544221116374,-16.587544221116374,-16.587544221116374,-16.587544221116374,-16.587544221116374,-16.587544221116374,0.0,0.0,0.0,177.7448706785757
1981-12-01,196.87870541281927,27.463768933459242,370.84121406081755,196.87870541281927,196.87870541281927,1.3549071419306546,1.3549071419306546,1.3549071419306546,1.3549071419306546,1.3549071419306546,1.3549071419306546,0.0,0.0,0.0,198.23361255474993
1982-01-01,199.5098722763841,66.45447675772937,420.013284864734,199.5098722763841,199.5098722763841,41.61121772222258,41.61121772222258,41.61121772222258,41.61121772222258,41.61121772222258,41.61121772222258,0.0,0.0,0.0,241.1210899986067
1982-02-01,202.1410391399489,52.623390735718424,388.60258278872453,202.1410391399489,202.1410391399489,9.293575328699536,9.293575328699536,9.293575328699536,9.293575328699536,9.293575328699536,9.293575328699536,0.0,0.0,0.0,211.43461446864845
1982-03-01,204.517576952201,11.581360428744222,350.5700639018866,204.517576952201,204.517576952201,-20.824476203718213,-20.824476203718213,-20.824476203718213,-20.824476203718213,-20.824476203718213,-20.824476203718213,0.0,0.0,0.0,183.6931007484828
1982-04-01,207.1487438157658,30.89563095660464,370.3849126809959,207.1487438157658,207.1487438157658,-6.157570666450811,-6.157570666450811,-6.157570666450811,-6.157570666450811,-6.157570666450811,-6.157570666450811,0.0,0.0,0.0,200.991173149315
1982-05-01,209.69503433362527,39.5760237372408,369.9470456198698,209.69503433362527,209.69503433362527,-3.910701169724926,-3.910701169724926,-3.910701169724926,-3.910701169724926,-3.910701169724926,-3.910701169724926,0.0,0.0,0.0,205.78433316390036
1982-06-01,212.32620120208006,19.693371829417046,364.3125755059728,212.32620120208006,212.32620120208006,-16.14323774870886,-16.14323774870886,-16.14323774870886,-16.14323774870886,-16.14323774870886,-16.14323774870886,0.0,0.0,0.0,196.1829634533712
