ds,yhat
1990-03-01,2594.1367
1990-04-01,2582.8418
1990-05-01,2582.8418
1990-06-01,2570.6504
1990-07-01,2582.8418
1990-08-01,2582.8418
1990-09-01,2582.8418
1990-10-01,2582.8418
1990-11-01,2582.8418
1990-12-01,2582.8418
1991-01-01,2581.7883
1991-02-01,2581.7883
1991-03-01,2581.7883
1991-04-01,2581.7883
1991-05-01,2581.7883
1991-06-01,2581.7883
1991-07-01,2581.7883
1991-08-01,2581.7883
1991-09-01,2581.7883
1991-10-01,2581.7883
1991-11-01,2581.7883
1991-12-01,2581.7883
1992-01-01,2581.7883
1992-02-01,2581.7883
1992-03-01,2581.7883
1992-04-01,2581.7883
1992-05-01,2581.7883
1992-06-01,2581.7883
1992-07-01,2581.7883
1992-08-01,2581.7883
1992-09-01,2581.7883
1992-10-01,2581.7883
1992-11-01,2581.7883
1992-12-01,2581.7883
1993-01-01,2581.7883
1993-02-01,2581.7883
1993-03-01,2581.7883
1993-04-01,2581.7883
1993-05-01,2581.7883
1993-06-01,2581.7883
1993-07-01,2581.7883
1993-08-01,2581.7883
1993-09-01,2581.7883
1993-10-01,2581.7883
1993-11-01,2581.7883
1993-12-01,2581.7883
1994-01-01,2581.7883
1994-02-01,2581.7883
1994-03-01,2581.7883
1994-04-01,2581.7883
1994-05-01,2581.7883
1994-06-01,2581.7883
1994-07-01,2581.7883
1994-08-01,2581.7883
1994-09-01,2581.7883
1994-10-01,2581.7883
1994-11-01,2581.7883
1994-12-01,2581.7883
1995-01-01,2581.7883
1995-02-01,2582.6624
1995-03-01,2582.8418
1995-04-01,2582.8418
1995-05-01,2582.8418
1995-06-01,2570.6504
1995-07-01,2582.8418
1995-08-01,2582.8418
1995-09-01,2582.8418
1995-10-01,2582.8418
1995-11-01,2594.1367
1995-12-01,2594.1367
1996-01-01,2570.6504
1996-02-01,2582.8418
1996-03-01,2582.8418
1996-04-01,2581.8848
1996-05-01,2582.6624
1996-06-01,2581.7883
1996-07-01,2582.6624
1996-08-01,2582.6624
1996-09-01,2582.6624
1996-10-01,2581.8848
1996-11-01,2582.8418
1996-12-01,2582.8418
1997-01-01,2581.8848
1997-02-01,2582.8418
1997-03-01,2581.8848
1997-04-01,2582.6624
1997-05-01,2582.6624
1997-06-01,2581.8848
1997-07-01,2582.8418
1997-08-01,2582.8418
1997-09-01,2582.8418
1997-10-01,2582.8418
1997-11-01,2582.8418
1997-12-01,2570.6504
1998-01-01,2610.6157
1998-02-01,2610.6157
1998-03-01,2570.6504
1998-04-01,2570.6504
1998-05-01,2570.6504
1998-06-01,2610.6157
1998-07-01,2610.6157
1998-08-01,2610.6157
1998-09-01,2607.2163
1998-10-01,2594.1367
1998-11-01,2610.6157
1998-12-01,2607.2163
1999-01-01,2610.6157
1999-02-01,2594.1367
1999-03-01,2582.8418
1999-04-01,2582.8418
1999-05-01,2582.8418
1999-06-01,2582.8418
1999-07-01,2582.8418
1999-08-01,2582.8418
1999-09-01,2582.8418
1999-10-01,2582.8418
1999-11-01,2582.8418
1999-12-01,2582.8418
2000-01-01,2582.8418
2000-02-01,2582.8418
2000-03-01,2594.1367
2000-04-01,2607.2163
2000-05-01,2594.1367
2000-06-01,2610.6157
2000-07-01,2607.2163
2000-08-01,2607.2163
2000-09-01,2607.2163
2000-10-01,2608.0264
2000-11-01,2608.0686
2000-12-01,2608.0686
2001-01-01,2607.2163
2001-02-01,2607.2163
2001-03-01,2610.6157
2001-04-01,2582.8418
2001-05-01,2581.7883
2001-06-01,2581.7883
2001-07-01,2581.7883
2001-08-01,2582.6624
2001-09-01,2581.7883
2001-10-01,2581.7883
2001-11-01,2581.7883
2001-12-01,2581.7883
2002-01-01,2581.7883
2002-02-01,2581.7883
2002-03-01,2581.7883
2002-04-01,2581.7883
2002-05-01,2581.7883
2002-06-01,2581.7883
2002-07-01,2581.7883
2002-08-01,2581.7883
2002-09-01,2581.7883
2002-10-01,2581.7883
2002-11-01,2581.7883
2002-12-01,2581.7883
2003-01-01,2581.7883
2003-02-01,2581.7883
2003-03-01,2581.7883
2003-04-01,2581.7883
2003-05-01,2581.7883
2003-06-01,2581.7883
2003-07-01,2581.7883
2003-08-01,2581.7883
2003-09-01,2581.7883
2003-10-01,2581.7883
2003-11-01,2581.7883
2003-12-01,2581.7883
2004-01-01,2581.7883
2004-02-01,2581.7883
2004-03-01,2581.7883
2004-04-01,2581.7883
2004-05-01,2581.7883
2004-06-01,2581.7883
2004-07-01,2581.7883
2004-08-01,2581.7883
2004-09-01,2581.7883
2004-10-01,2581.7883
2004-11-01,2581.7883
2004-12-01,2581.7883
2005-01-01,2581.7883
2005-02-01,2582.6624
2005-03-01,2581.7883
2005-04-01,2582.6624
2005-05-01,2582.8418
2005-06-01,2582.8418
2005-07-01,2582.8418
2005-08-01,2582.8418
2005-09-01,2582.8418
2005-10-01,2582.8418
2005-11-01,2570.6504
2005-12-01,2570.6504
2006-01-01,2607.2163
2006-02-01,2607.2163
2006-03-01,2607.2163
2006-04-01,2610.6157
2006-05-01,2610.6157
2006-06-01,2607.2163
2006-07-01,2607.2163
2006-08-01,2607.2163
2006-09-01,2607.2163
2006-10-01,2607.2163
2006-11-01,2607.2163
2006-12-01,2607.2163
2007-01-01,2607.2163
2007-02-01,2607.2163
2007-03-01,2607.2163
2007-04-01,2607.2163
2007-05-01,2607.2163
2007-06-01,2610.6157
2007-07-01,2607.2163
2007-08-01,2610.6157
2007-09-01,2570.6504
2007-10-01,2570.6504
2007-11-01,2582.8418
2007-12-01,2582.8418
2008-01-01,2582.8418
2008-02-01,2582.6624
2008-03-01,2581.7883
2008-04-01,2581.7883
2008-05-01,2581.7883
2008-06-01,2581.7883
2008-07-01,2581.7883
2008-08-01,2581.7883
2008-09-01,2581.7883
2008-10-01,2581.7883
2008-11-01,2581.7883
2008-12-01,2582.1208
2009-01-01,2581.7883
2009-02-01,2581.7883
2009-03-01,2581.7883
2009-04-01,2581.7883
2009-05-01,2581.7883
2009-06-01,2581.7883
2009-07-01,2581.7883
2009-08-01,2581.7883
2009-09-01,2581.7883
2009-10-01,2582.1208
2009-11-01,2582.1208
2009-12-01,2582.1208
2010-01-01,2582.1208
2010-02-01,1381.5729
2010-03-01,1384.138
2010-04-01,1683.1976
2010-05-01,1836.1257
2010-06-01,1870.6929
2010-07-01,1827.4417
2010-08-01,1843.8914
2010-09-01,1992.7013
2010-10-01,2027.5134
2010-11-01,2100.0747
2010-12-01,2157.7075
2011-01-01,2071.8555
2011-02-01,1385.9088
2011-03-01,1368.5076
2011-04-01,1677.7024
2011-05-01,1872.5812
2011-06-01,1849.6549
2011-07-01,1838.4792
2011-08-01,1840.018
2011-09-01,1991.0765
2011-10-01,2086.1895
2011-11-01,2100.1448
2011-12-01,2056.911
2012-01-01,1983.3159
2012-02-01,1385.9088
2012-03-01,1315.2462
2012-04-01,1703.2726
2012-05-01,1862.5355
2012-06-01,1876.8243
2012-07-01,1791.8688
2012-08-01,1838.7068
2012-09-01,1994.8436
2012-10-01,2081.819
2012-11-01,2039.94
2012-12-01,1999.7675
2013-01-01,1987.1732
2013-02-01,1387.0195
2013-03-01,1316.2926
2013-04-01,1685.0858
2013-05-01,1881.1173
2013-06-01,1831.2109
2013-07-01,1798.1461
2013-08-01,1845.8489
2013-09-01,1995.4281
2013-10-01,2036.321
2013-11-01,2004.5275
2013-12-01,1998.7747
2014-01-01,1986.0764
2014-02-01,1341.5802
2014-03-01,1316.2926
2014-04-01,1700.2037
2014-05-01,1848.9452
2014-06-01,1818.718
2014-07-01,1812.1519
2014-08-01,1845.8489
2014-09-01,1994.8436
2014-10-01,2033.4753
2014-11-01,2027.4985
2014-12-01,1998.7747
2015-01-01,1982.8035
2015-02-01,1341.5802
2015-03-01,1333.4808
2015-04-01,1705.9554
2015-05-01,1850.2863
2015-06-01,1812.8043
2015-07-01,1809.9543
2015-08-01,1845.8489
2015-09-01,1994.8436
2015-10-01,2038.0161
2015-11-01,2027.4985
2015-12-01,2005.7971
2016-01-01,1982.8035
2016-02-01,1341.5802
2016-03-01,1332.4344
2016-04-01,1705.9554
2016-05-01,1850.2863
2016-06-01,1821.2684
2016-07-01,1809.9543
2016-08-01,1846.6344
2016-09-01,1994.8436
2016-10-01,2038.0161
2016-11-01,2027.4985
2016-12-01,2005.7971
2017-01-01,1982.8035
2017-02-01,1331.9576
2017-03-01,1332.4344
2017-04-01,1705.9554
2017-05-01,1850.2863
2017-06-01,1812.2942
2017-07-01,1804.0338
2017-08-01,1832.2747
2017-09-01,1986.4296
2017-10-01,2031.8169
2017-11-01,2031.2194
2017-12-01,1996.1442
2018-01-01,1968.2229
2018-02-01,1329.4961
2018-03-01,1318.3754
2018-04-01,1693.2905
2018-05-01,1841.408
2018-06-01,1810.7373
2018-07-01,1809.5164
2018-08-01,1837.4392
2018-09-01,1992.5118
2018-10-01,2037.8995
2018-11-01,2027.3815
2018-12-01,2000.8547
2019-01-01,1950.1683
2019-02-01,1328.7651
2019-03-01,1308.3363
2019-04-01,1694.6611
2019-05-01,1838.1821
2019-06-01,1801.4294
2019-07-01,1815.079
2019-08-01,1844.9741
2019-09-01,2000.0468
2019-10-01,2044.5132
2019-11-01,2033.2463
2019-12-01,2006.2153
2020-01-01,1956.5208
2020-02-01,1335.1177
2020-03-01,1338.7374
2020-04-01,1704.0438
2020-05-01,1864.7214
2020-06-01,1835.6836
2020-07-01,1814.3301
2020-08-01,1845.0107
2020-09-01,2009.4341
2020-10-01,2043.7654
2020-11-01,2020.9174
2020-12-01,2006.7168
2021-01-01,1946.6296
2021-02-01,1345.2539
2021-03-01,1331.6854
2021-04-01,1718.0609
2021-05-01,1878.2778
2021-06-01,1845.8198
2021-07-01,1824.4663
2021-08-01,1855.147
2021-09-01,2009.0533
2021-10-01,2053.9011
2021-11-01,2030.6919
2021-12-01,2016.853
2022-01-01,1962.0814
2022-02-01,1339.2068
2022-03-01,1333.0648
2022-04-01,1829.908
2022-05-01,1881.8098
2022-06-01,1819.031
2022-07-01,1815.8214
2022-08-01,1869.3682
2022-09-01,2016.5247
2022-10-01,2058.1924
2022-11-01,2034.6984
2022-12-01,2026.1521
2023-01-01,2027.4875
2023-02-01,1368.7236
2023-03-01,1319.0305
2023-04-01,1897.1162
2023-05-01,1905.2253
2023-06-01,1856.1605
2023-07-01,1825.2318
2023-08-01,1860.5245
2023-09-01,2043.568
2023-10-01,2058.423
2023-11-01,2065.8137
2023-12-01,2037.7754
2024-01-01,2073.6626
2024-02-01,1329.3119
2024-03-01,1397.6061
2024-04-01,1862.7174
2024-05-01,1910.9487
2024-06-01,1855.0508
2024-07-01,1863.4152
2024-08-01,1897.9076
2024-09-01,2057.9758
2024-10-01,2076.6162
2024-11-01,2062.3665
2024-12-01,2041.083
2025-01-01,2090.712
2025-02-01,1350.5645
2025-03-01,1398.0781
2025-04-01,1878.281
2025-05-01,1911.9503
2025-06-01,1879.858
2025-07-01,1845.6981
2025-08-01,1881.6158
2025-09-01,2310.3997
2025-10-01,2330.4248
2025-11-01,2308.3826
2025-12-01,2341.778
2026-01-01,2337.1738
2026-02-01,1342.2483
2026-03-01,1417.9397
2026-04-01,2201.4858
2026-05-01,2161.6326
2026-06-01,2071.825
2026-07-01,2186.323
2026-08-01,2211.6562
2026-09-01,2364.4429
2026-10-01,2376.2156
2026-11-01,2404.1108
2026-12-01,2457.7197
2027-01-01,2431.2869
2027-02-01,1458.7819
2027-03-01,1589.9884
2027-04-01,2396.83
2027-05-01,2269.8687
2027-06-01,2332.4414
2027-07-01,2372.1824
2027-08-01,2446.7344
2027-09-01,2434.5874
2027-10-01,2492.7334
2027-11-01,2472.106
2027-12-01,2484.8662
2028-01-01,2326.5442
2028-02-01,1903.8844
2028-03-01,2278.3752
2028-04-01,2436.4338
2028-05-01,2430.6436
2028-06-01,2499.93
2028-07-01,2490.151
2028-08-01,2452.8562
2028-09-01,2428.8225
2028-10-01,2441.4033
2028-11-01,2462.7153
2028-12-01,2423.174
2029-01-01,2233.0396
2029-02-01,2310.2944
2029-03-01,2470.4004
2029-04-01,2476.5862
2029-05-01,2489.204
2029-06-01,2485.934
2029-07-01,2458.5586
2029-08-01,2456.1602
2029-09-01,2465.5366
2029-10-01,2483.1807
2029-11-01,2469.3596
2029-12-01,2396.9905
2030-01-01,2405.53
