ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1949-03-01,3.6066394782208047,2.454102991175723,5.900869262196971,3.6066394782208047,3.6066394782208047,0.5824357766751453,0.5824357766751453,0.5824357766751453,0.63619872,0.63619872,0.63619872,-0.05376294332485474,-0.05376294332485474,-0.05376294332485474,0.0,0.0,0.0,4.1890752548959505
1949-04-01,3.610922896161616,2.6861719571554907,6.1582200648139125,3.610922896161616,3.610922896161616,0.8130602187972966,0.8130602187972966,0.8130602187972966,0.63619872,0.63619872,0.63619872,0.17686149879729654,0.17686149879729654,0.17686149879729654,0.0,0.0,0.0,4.423983114958912
1949-05-01,3.615068139330144,2.859456725926301,6.214852057054513,3.615068139330144,3.615068139330144,0.7789950833657296,0.7789950833657296,0.7789950833657296,0.63619872,0.63619872,0.63619872,0.14279636336572965,0.14279636336572965,0.14279636336572965,0.0,0.0,0.0,4.394063222695873
1949-06-01,3.6193515572709556,2.6528136199147028,6.170658113298158,3.6193515572709556,3.6193515572709556,0.7599295670861004,0.7599295670861004,0.7599295670861004,0.63619872,0.63619872,0.63619872,0.1237308470861003,0.1237308470861003,0.1237308470861003,0.0,0.0,0.0,4.379281124357056
1949-07-01,3.6234968004394825,2.710932031768551,6.009017768211506,3.6234968004394825,3.6234968004394825,0.7467682445352322,0.7467682445352322,0.7467682445352322,0.63619872,0.63619872,0.63619872,0.11056952453523214,0.11056952453523214,0.11056952453523214,0.0,0.0,0.0,4.3702650449747145
1949-08-01,3.6277802183802943,2.644696081232307,6.129781731006179,3.6277802183802943,3.6277802183802943,0.7003033679460094,0.7003033679460094,0.7003033679460094,0.63619872,0.63619872,0.63619872,0.06410464794600929,0.06410464794600929,0.06410464794600929,0.0,0.0,0.0,4.328083586326303
1949-09-01,3.632063636321106,2.520287358017186,5.9633459829608135,3.632063636321106,3.632063636321106,0.6539087118570202,0.6539087118570202,0.6539087118570202,0.63619872,0.63619872,0.63619872,0.01770999185702006,0.01770999185702006,0.01770999185702006,0.0,0.0,0.0,4.2859723481781264
1949-10-01,3.636208879489633,2.471267594179892,6.062577220907133,3.636208879489633,3.636208879489633,0.6683354047963692,0.6683354047963692,0.6683354047963692,0.63619872,0.63619872,0.63619872,0.03213668479636903,0.03213668479636903,0.03213668479636903,0.0,0.0,0.0,4.304544284286003
1949-11-01,3.640492297430445,2.4896617487423742,6.082521745345473,3.640492297430445,3.640492297430445,0.6510571875612065,0.6510571875612065,0.6510571875612065,0.63619872,0.63619872,0.63619872,0.014858467561206307,0.014858467561206307,0.014858467561206307,0.0,0.0,0.0,4.291549484991651
1949-12-01,3.644637540598972,2.652643163213735,6.100662947436973,3.644637540598972,3.644637540598972,0.6730802320248659,0.6730802320248659,0.6730802320248659,0.63619872,0.63619872,0.63619872,0.0368815120248658,0.0368815120248658,0.0368815120248658,0.0,0.0,0.0,4.317717772623838
