ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1981-09-01,184.353007052,-298.0114285000192,658.7824243320683,184.353007052,184.353007052,-9.69113021929289,-9.69113021929289,-9.69113021929289,-9.69113021929289,-9.69113021929289,-9.69113021929289,0.0,0.0,0.0,174.66187683270712
1981-10-01,187.09260280258925,-323.27678445364063,690.2919525038742,187.09260280258925,187.09260280258925,-23.971203943866804,-23.971203943866804,-23.971203943866804,-23.971203943866804,-23.971203943866804,-23.971203943866804,0.0,0.0,0.0,163.12139885872244
1981-11-01,189.92351841153143,-325.69781082412214,627.010271059119,189.92351841153143,189.92351841153143,-41.69834147892894,-41.69834147892894,-41.69834147892894,-41.69834147892894,-41.69834147892894,-41.69834147892894,0.0,0.0,0.0,148.2251769326025
1981-12-01,192.6631141621207,-320.8756388959483,615.7170106871583,192.6631141621207,192.6631141621207,-43.0245592952398,-43.0245592952398,-43.0245592952398,-43.0245592952398,-43.0245592952398,-43.0245592952398,0.0,0.0,0.0,149.6385548668809
1982-01-01,195.4940297710629,-277.0192699462275,656.9740418076868,195.4940297710629,195.4940297710629,-2.1461242035075023,-2.1461242035075023,-2.1461242035075023,-2.1461242035075023,-2.1461242035075023,-2.1461242035075023,0.0,0.0,0.0,193.34790556755542
1982-02-01,198.32494538000515,-335.75759920101115,701.4482099601641,198.32494538000515,198.32494538000515,-17.61879991278286,-17.61879991278286,-17.61879991278286,-17.61879991278286,-17.61879991278286,-17.61879991278286,0.0,0.0,0.0,180.70614546722229
1982-03-01,200.88190141388844,-283.3064374560443,653.4746892443136,200.88190141388844,200.88190141388844,-27.51995353349953,-27.51995353349953,-27.51995353349953,-27.51995353349953,-27.51995353349953,-27.51995353349953,0.0,0.0,0.0,173.36194788038893
1982-04-01,203.71281702283065,-323.76966256907735,717.3851324221993,203.71281702283065,203.71281702283065,-13.075391857942119,-13.075391857942119,-13.075391857942119,-13.075391857942119,-13.075391857942119,-13.075391857942119,0.0,0.0,0.0,190.63742516488853
1982-05-01,206.4524127734199,-290.17154051319665,641.7089177215602,206.4524127734199,206.4524127734199,3.748023765995498,3.748023765995498,3.748023765995498,3.748023765995498,3.748023765995498,3.748023765995498,0.0,0.0,0.0,210.2004365394154
1982-06-01,209.28332838236213,-260.46389897562955,679.420282554318,209.28332838236213,209.28332838236213,-17.542011398094743,-17.542011398094743,-17.542011398094743,-17.542011398094743,-17.542011398094743,-17.542011398094743,0.0,0.0,0.0,191.74131698426737
